Entry	Reviewed	Entry Name	Gene Names	Annotation
Q9BYR6	reviewed	KRA33_HUMAN	KRTAP3-3 KAP3.3 KRTAP3.3	5.0
Q9BYR7	reviewed	KRA32_HUMAN	KRTAP3-2 KAP3.2 KRTAP3.2	5.0
Q9BYR8	reviewed	KRA31_HUMAN	KRTAP3-1 KAP3.1 KRTAP3.1	5.0
Q9BYR9	reviewed	KRA24_HUMAN	KRTAP2-4 KAP2.4 KRTAP2.4	5.0
Q9BYS1	reviewed	KRA15_HUMAN	KRTAP1-5 KAP1.5 KRTAP1.5	5.0
Q9BYT1	reviewed	S17A9_HUMAN	SLC17A9 C20orf59	5.0
Q9BYT3	reviewed	STK33_HUMAN	STK33	5.0
Q9BYT8	reviewed	NEUL_HUMAN	NLN AGTBP KIAA1226	5.0
Q9BYT9	reviewed	ANO3_HUMAN	ANO3 C11orf25 TMEM16C GENX-3947	5.0
Q9BYU1	reviewed	PBX4_HUMAN	PBX4	5.0
Q9BYV1	reviewed	AGT2_HUMAN	AGXT2 AGT2	5.0
Q9BYV2	reviewed	TRI54_HUMAN	TRIM54 MURF MURF3 RNF30	5.0
Q9BYV6	reviewed	TRI55_HUMAN	TRIM55 MURF2 RNF29	5.0
Q9BYV7	reviewed	BCDO2_HUMAN	BCO2 BCDO2	5.0
Q9BYV8	reviewed	CEP41_HUMAN	CEP41 TSGA14	5.0
Q9BYV9	reviewed	BACH2_HUMAN	BACH2	5.0
Q9BYW1	reviewed	GTR11_HUMAN	SLC2A11 GLUT11	5.0
Q9BYW2	reviewed	SETD2_HUMAN	SETD2 HIF1 HYPB KIAA1732 KMT3A SET2 HSPC069	5.0
Q9BYW3	reviewed	DB126_HUMAN	DEFB126 C20orf8 DEFB26	5.0
Q9BYX2	reviewed	TBD2A_HUMAN	TBC1D2 PARIS1 PP8997 TBC1D2A	5.0
Q9BYX4	reviewed	IFIH1_HUMAN	IFIH1 MDA5 RH116	5.0
Q9BYZ2	reviewed	LDH6B_HUMAN	LDHAL6B LDHAL6 LDHL	5.0
Q9BYZ6	reviewed	RHBT2_HUMAN	RHOBTB2 DBC2 KIAA0717	5.0
Q9BYZ8	reviewed	REG4_HUMAN	REG4 GISP RELP	5.0
Q9BZ11	reviewed	ADA33_HUMAN	ADAM33 C20orf153 UNQ873/PRO1891	5.0
Q9BZ23	reviewed	PANK2_HUMAN	PANK2 C20orf48	5.0
Q9BZ29	reviewed	DOCK9_HUMAN	DOCK9 KIAA1058 ZIZ1	5.0
Q9BZ67	reviewed	FRMD8_HUMAN	FRMD8 FKSG44	5.0
Q9BZ71	reviewed	PITM3_HUMAN	PITPNM3 NIR1	5.0
Q9BZ72	reviewed	PITM2_HUMAN	PITPNM2 KIAA1457 NIR3	5.0
Q9BZ95	reviewed	NSD3_HUMAN	NSD3 WHSC1L1 DC28	5.0
Q9BZA7	reviewed	PC11X_HUMAN	PCDH11X KIAA1326 PCDH11 PCDHX	5.0
Q9BZA8	reviewed	PC11Y_HUMAN	PCDH11Y PCDH11 PCDH22 PCDHY	5.0
Q9BZB8	reviewed	CPEB1_HUMAN	CPEB1 CPEB	5.0
Q9BZC1	reviewed	CELF4_HUMAN	CELF4 BRUNOL4	5.0
Q9BZC7	reviewed	ABCA2_HUMAN	ABCA2 ABC2 KIAA1062	5.0
Q9BZD2	reviewed	S29A3_HUMAN	SLC29A3 ENT3 UNQ717/PRO1380	5.0
Q9BZD4	reviewed	NUF2_HUMAN	NUF2 CDCA1 NUF2R	5.0
Q9BZD6	reviewed	TMG4_HUMAN	PRRG4 PRGP4 TMG4	5.0
Q9BZE0	reviewed	GLIS2_HUMAN	GLIS2 NKL	5.0
Q9BZE2	reviewed	PUS3_HUMAN	PUS3 FKSG32	5.0
Q9BZE4	reviewed	GTPB4_HUMAN	GTPBP4 CRFG NOG1	5.0
Q9BZE9	reviewed	ASPC1_HUMAN	ASPSCR1 ASPL RCC17 TUG UBXD9 UBXN9	5.0
Q9BZF1	reviewed	OSBL8_HUMAN	OSBPL8 KIAA1451 ORP8 OSBP10	5.0
Q9BZF2	reviewed	OSBL7_HUMAN	OSBPL7 ORP7	5.0
Q9BZF3	reviewed	OSBL6_HUMAN	OSBPL6 ORP6	5.0
Q9BZF9	reviewed	UACA_HUMAN	UACA KIAA1561	5.0
Q9BZG1	reviewed	RAB34_HUMAN	RAB34 RAB39 RAH	5.0
Q9BZG2	reviewed	PPAT_HUMAN	ACP4 ACPT	5.0
Q9BZG8	reviewed	DPH1_HUMAN	DPH1 DPH2L DPH2L1 OVCA1	5.0
Q9BZH6	reviewed	WDR11_HUMAN	WDR11 BRWD2 KIAA1351 WDR15	5.0
Q9BZI7	reviewed	REN3B_HUMAN	UPF3B RENT3B UPF3X	5.0
Q9BZJ0	reviewed	CRNL1_HUMAN	CRNKL1 CRN CGI-201 MSTP021	5.0
Q9BZJ3	reviewed	TRYD_HUMAN	TPSD1	5.0
Q9BZJ7	reviewed	GPR62_HUMAN	GPR62	5.0
Q9BZJ8	reviewed	GPR61_HUMAN	GPR61 BALGR GPCR3	5.0
Q9BZK7	reviewed	TBL1R_HUMAN	TBL1XR1 IRA1 TBLR1	5.0
Q9BZL1	reviewed	UBL5_HUMAN	UBL5	5.0
Q9BZL3	reviewed	SMIM3_HUMAN	SMIM3 C5orf62 NID67	5.0
Q9BZL4	reviewed	PP12C_HUMAN	PPP1R12C LENG3 MBS85	5.0
Q9BZL6	reviewed	KPCD2_HUMAN	PRKD2 PKD2 HSPC187	5.0
Q9BZM1	reviewed	PG12A_HUMAN	PLA2G12A PLA2G12 FKSG38 UNQ2519/PRO6012	5.0
Q9BZM2	reviewed	PA2GF_HUMAN	PLA2G2F	5.0
Q9BZM3	reviewed	GSX2_HUMAN	GSX2 GSH2	5.0
Q9BZM4	reviewed	ULBP3_HUMAN	ULBP3 N2DL3 RAET1N	5.0
Q9BZM5	reviewed	ULBP2_HUMAN	ULBP2 N2DL2 RAET1H UNQ463/PRO791	5.0
Q9BZM6	reviewed	ULBP1_HUMAN	ULBP1 N2DL1 RAET1I	5.0
Q9BZP6	reviewed	CHIA_HUMAN	CHIA	5.0
Q9BZQ2	reviewed	SHP1L_HUMAN	SHCBP1L C1orf14	5.0
Q9BZQ4	reviewed	NMNA2_HUMAN	NMNAT2 C1orf15 KIAA0479	5.0
Q9BZQ6	reviewed	EDEM3_HUMAN	EDEM3 C1orf22	5.0
Q9BZQ8	reviewed	NIBA1_HUMAN	NIBAN1 C1orf24 FAM129A NIBAN GIG39	5.0
Q9BZR6	reviewed	RTN4R_HUMAN	RTN4R NOGOR UNQ330/PRO526	5.0
Q9BZR8	reviewed	B2L14_HUMAN	BCL2L14 BCLG	5.0
Q9BZR9	reviewed	TRIM8_HUMAN	TRIM8 GERP RNF27	5.0
Q9BZS1	reviewed	FOXP3_HUMAN	FOXP3 IPEX JM2	5.0
Q9BZV1	reviewed	UBXN6_HUMAN	UBXN6 UBXD1 UBXDC2	5.0
Q9BZV2	reviewed	S19A3_HUMAN	SLC19A3	5.0
Q9BZV3	reviewed	IMPG2_HUMAN	IMPG2 IPM200	5.0
Q9BZW2	reviewed	S13A1_HUMAN	SLC13A1 NAS1 NASI1	5.0
Q9BZW4	reviewed	TM6S2_HUMAN	TM6SF2	5.0
Q9BZW7	reviewed	TSG10_HUMAN	TSGA10 CEP4L	5.0
Q9BZW8	reviewed	CD244_HUMAN	CD244 2B4	5.0
Q9BZX2	reviewed	UCK2_HUMAN	UCK2 UMPK	5.0
Q9BZX4	reviewed	ROP1B_HUMAN	ROPN1B	5.0
Q9BZY9	reviewed	TRI31_HUMAN	TRIM31 C6orf13 RNF	5.0
Q9BZZ2	reviewed	SN_HUMAN	SIGLEC1 SN	5.0
Q9BZZ5	reviewed	API5_HUMAN	API5 MIG8	5.0
Q9C000	reviewed	NLRP1_HUMAN	NLRP1 CARD7 DEFCAP KIAA0926 NAC NALP1	5.0
Q9C004	reviewed	SPY4_HUMAN	SPRY4	5.0
Q9C005	reviewed	DPY30_HUMAN	DPY30	5.0
Q9C019	reviewed	TRI15_HUMAN	TRIM15 RNF93 ZNF178 ZNFB7	5.0
Q9C026	reviewed	TRIM9_HUMAN	TRIM9 KIAA0282 RNF91	5.0
Q9C029	reviewed	TRIM7_HUMAN	TRIM7 GNIP RNF90	5.0
Q9C030	reviewed	TRIM6_HUMAN	TRIM6 RNF89	5.0
Q9C035	reviewed	TRIM5_HUMAN	TRIM5 RNF88	5.0
Q9C037	reviewed	TRIM4_HUMAN	TRIM4 RNF87	5.0
Q9C040	reviewed	TRIM2_HUMAN	TRIM2 KIAA0517 RNF86	5.0
Q9C056	reviewed	NKX62_HUMAN	NKX6-2 GTX NKX6B	5.0
Q9C086	reviewed	IN80B_HUMAN	INO80B HMGA1L4 PAPA1 ZNHIT4	5.0
Q9C091	reviewed	GRB1L_HUMAN	GREB1L C18orf6 KIAA1772	5.0
Q9C093	reviewed	SPEF2_HUMAN	SPEF2 KIAA1770 KPL2	5.0
Q9C098	reviewed	DCLK3_HUMAN	DCLK3 DCAMKL3 DCDC3C KIAA1765	5.0
Q9C0A0	reviewed	CNTP4_HUMAN	CNTNAP4 CASPR4 KIAA1763	5.0
Q9C0A1	reviewed	ZFHX2_HUMAN	ZFHX2 KIAA1056 KIAA1762 ZNF409	5.0
Q9C0A6	reviewed	SETD5_HUMAN	SETD5 KIAA1757	5.0
Q9C0B0	reviewed	UNK_HUMAN	UNK KIAA1753 ZC3H5 ZC3HDC5	5.0
Q9C0B1	reviewed	FTO_HUMAN	FTO KIAA1752	5.0
Q9C0B5	reviewed	ZDHC5_HUMAN	ZDHHC5 KIAA1748 ZNF375	5.0
Q9C0C2	reviewed	TB182_HUMAN	TNKS1BP1 KIAA1741 TAB182	5.0
Q9C0C4	reviewed	SEM4C_HUMAN	SEMA4C KIAA1739 SEMAI UNQ5855/PRO34487	5.0
Q9C0C6	reviewed	CIPC_HUMAN	CIPC KIAA1737	5.0
Q9C0C7	reviewed	AMRA1_HUMAN	AMBRA1 DCAF3 KIAA1736	5.0
Q9C0C9	reviewed	UBE2O_HUMAN	UBE2O KIAA1734	5.0
Q9C0D0	reviewed	PHAR1_HUMAN	PHACTR1 KIAA1733 RPEL1	5.0
Q9C0D2	reviewed	CE295_HUMAN	CEP295 KIAA1731	5.0
Q9C0D5	reviewed	TANC1_HUMAN	TANC1 KIAA1728	5.0
Q9C0D6	reviewed	FHDC1_HUMAN	FHDC1 INF1 KIAA1727	5.0
Q9C0D9	reviewed	EPT1_HUMAN	SELENOI EPT1 KIAA1724 SELI	5.0
Q9C0E4	reviewed	GRIP2_HUMAN	GRIP2 KIAA1719	5.0
Q9C0E8	reviewed	LNP_HUMAN	LNPK KIAA1715 LNP	5.0
Q9C0F0	reviewed	ASXL3_HUMAN	ASXL3 KIAA1713	5.0
Q9C0F1	reviewed	CEP44_HUMAN	CEP44 KIAA1712	5.0
Q9C0F3	reviewed	ZN436_HUMAN	ZNF436 KIAA1710	5.0
Q9C0G0	reviewed	ZN407_HUMAN	ZNF407 KIAA1703	5.0
Q9C0G6	reviewed	DYH6_HUMAN	DNAH6 DNAHC6 DNHL1 HL2 KIAA1697	5.0
Q9C0H2	reviewed	TTYH3_HUMAN	TTYH3 KIAA1691	5.0
Q9C0H9	reviewed	SRCN1_HUMAN	SRCIN1 KIAA1684 P140 SNIP	5.0
Q9C0I1	reviewed	MTMRC_HUMAN	MTMR12 KIAA1682 PIP3AP	5.0
Q9C0I4	reviewed	THS7B_HUMAN	THSD7B KIAA1679	5.0
Q9C0J1	reviewed	B3GN4_HUMAN	B3GNT4 UNQ1898/PRO4344	5.0
Q9C0J8	reviewed	WDR33_HUMAN	WDR33 WDC146	5.0
Q9C0J9	reviewed	BHE41_HUMAN	BHLHE41 BHLHB3 DEC2 SHARP1	5.0
Q9C0K0	reviewed	BC11B_HUMAN	BCL11B CTIP2 RIT1	5.0
Q9C0K1	reviewed	S39A8_HUMAN	SLC39A8 BIGM103 ZIP8 PP3105	5.0
Q9C0K7	reviewed	STRAB_HUMAN	STRADB ALS2CR2 ILPIP PRO1038	5.0
Q9GZL7	reviewed	WDR12_HUMAN	WDR12	5.0
Q9GZM5	reviewed	YIPF3_HUMAN	YIPF3 C6orf109 KLIP1	5.0
Q9GZM7	reviewed	TINAL_HUMAN	TINAGL1 GIS5 LCN7 OLRG2 TINAGL PP6614 PSEC0088 UNQ204/PRO230	5.0
Q9GZM8	reviewed	NDEL1_HUMAN	NDEL1 EOPA MITAP1 NUDEL	5.0
Q9GZN0	reviewed	GPR88_HUMAN	GPR88 STRG	5.0
Q9GZN1	reviewed	ARP6_HUMAN	ACTR6 CDA12	5.0
Q9GZN2	reviewed	TGIF2_HUMAN	TGIF2	5.0
Q9GZN4	reviewed	BSSP4_HUMAN	PRSS22 BSSP4 PRSS26 SP001LA UNQ302/PRO343	5.0
Q9GZN7	reviewed	ROGDI_HUMAN	ROGDI	5.0
Q9GZP0	reviewed	PDGFD_HUMAN	PDGFD IEGF SCDGFB MSTP036 UNQ1899/PRO4345	5.0
Q9GZP9	reviewed	DERL2_HUMAN	DERL2 DER2 FLANA CGI-101 SBBI53	5.0
Q9GZQ4	reviewed	NMUR2_HUMAN	NMUR2 NMU2R TGR1	5.0
Q9GZQ6	reviewed	NPFF1_HUMAN	NPFFR1 GPR147 NPFF1	5.0
Q9GZQ8	reviewed	MLP3B_HUMAN	MAP1LC3B MAP1ALC3	5.0
Q9GZR1	reviewed	SENP6_HUMAN	SENP6 KIAA0797 SSP1 SUSP1 FKSG6	5.0
Q9GZR2	reviewed	REXO4_HUMAN	REXO4 PMC2 XPMC2H	5.0
Q9GZR5	reviewed	ELOV4_HUMAN	ELOVL4	5.0
Q9GZS0	reviewed	DNAI2_HUMAN	DNAI2	5.0
Q9GZS1	reviewed	RPA49_HUMAN	POLR1E PAF53 PRAF1	5.0
Q9GZS3	reviewed	WDR61_HUMAN	WDR61	5.0
Q9GZS9	reviewed	CHST5_HUMAN	CHST5	5.0
Q9GZT3	reviewed	SLIRP_HUMAN	SLIRP C14orf156 DC23 DC50 PD04872	5.0
Q9GZT4	reviewed	SRR_HUMAN	SRR	5.0
Q9GZT5	reviewed	WN10A_HUMAN	WNT10A	5.0
Q9GZT8	reviewed	NIF3L_HUMAN	NIF3L1 ALS2CR1 MDS015 My018	5.0
Q9GZT9	reviewed	EGLN1_HUMAN	EGLN1 C1orf12 PNAS-118 PNAS-137	5.0
Q9GZU1	reviewed	MCLN1_HUMAN	MCOLN1 ML4 TRPML1 MSTP080	5.0
Q9GZU2	reviewed	PEG3_HUMAN	PEG3 KIAA0287 ZSCAN24	5.0
Q9GZU5	reviewed	NYX_HUMAN	NYX CLRP	5.0
Q9GZU7	reviewed	CTDS1_HUMAN	CTDSP1 NIF3 NLIIF SCP1	5.0
Q9GZU8	reviewed	PIP30_HUMAN	PSME3IP1 C16orf94 FAM192A NIP30 PIP30 CDA018 CDA10	5.0
Q9GZV1	reviewed	ANKR2_HUMAN	ANKRD2 ARPP	5.0
Q9GZV3	reviewed	SC5A7_HUMAN	SLC5A7 CHT1	5.0
Q9GZV4	reviewed	IF5A2_HUMAN	EIF5A2	5.0
Q9GZV5	reviewed	WWTR1_HUMAN	WWTR1 TAZ	5.0
Q9GZV7	reviewed	HPLN2_HUMAN	HAPLN2 BRAL1	5.0
Q9GZV8	reviewed	PRD14_HUMAN	PRDM14	5.0
Q9GZV9	reviewed	FGF23_HUMAN	FGF23 HYPF UNQ3027/PRO9828	5.0
Q9GZW8	reviewed	MS4A7_HUMAN	MS4A7 4SPAN2 CD20L4 CFFM4	5.0
Q9GZX3	reviewed	CHST6_HUMAN	CHST6	5.0
Q9GZX5	reviewed	ZN350_HUMAN	ZNF350 ZBRK1	5.0
Q9GZX6	reviewed	IL22_HUMAN	IL22 ILTIF ZCYTO18 UNQ3099/PRO10096	5.0
Q9GZX7	reviewed	AICDA_HUMAN	AICDA AID	5.0
Q9GZX9	reviewed	TWSG1_HUMAN	TWSG1 TSG PSEC0250	5.0
Q9GZY0	reviewed	NXF2_HUMAN	NXF2 TAPL2; NXF2B	5.0
Q9GZY4	reviewed	COA1_HUMAN	COA1 C7orf44 MITRAC15	5.0
Q9GZY6	reviewed	NTAL_HUMAN	LAT2 LAB NTAL WBS15 WBSCR15 WBSCR5 HSPC046	5.0
Q9GZY8	reviewed	MFF_HUMAN	MFF C2orf33 AD030 AD033 GL004	5.0
Q9GZZ1	reviewed	NAA50_HUMAN	NAA50 MAK3 NAT13 NAT5	5.0
Q9GZZ6	reviewed	ACH10_HUMAN	CHRNA10 NACHRA10	5.0
Q9GZZ7	reviewed	GFRA4_HUMAN	GFRA4	5.0
Q9GZZ8	reviewed	LACRT_HUMAN	LACRT	5.0
Q9GZZ9	reviewed	UBA5_HUMAN	UBA5 UBE1DC1	5.0
Q9H000	reviewed	MKRN2_HUMAN	MKRN2 RNF62 HSPC070	5.0
Q9H008	reviewed	LHPP_HUMAN	LHPP	5.0
Q9H013	reviewed	ADA19_HUMAN	ADAM19 MLTNB FKSG34	5.0
Q9H015	reviewed	S22A4_HUMAN	SLC22A4 ETT OCTN1 UT2H	5.0
Q9H040	reviewed	SPRTN_HUMAN	SPRTN C1orf124 DVC1 UNQ1880/PRO4323	5.0
Q9H063	reviewed	MAF1_HUMAN	MAF1	5.0
Q9H074	reviewed	PAIP1_HUMAN	PAIP1	5.0
Q9H078	reviewed	CLPB_HUMAN	CLPB HSP78 SKD3	5.0
Q9H079	reviewed	KTBL1_HUMAN	KATNBL1 C15orf29	5.0
Q9H081	reviewed	MIS12_HUMAN	MIS12	5.0
Q9H082	reviewed	RB33B_HUMAN	RAB33B	5.0
Q9H089	reviewed	LSG1_HUMAN	LSG1	5.0
Q9H093	reviewed	NUAK2_HUMAN	NUAK2 OMPHK2 SNARK	5.0
Q9H095	reviewed	DRC9_HUMAN	IQCG DRC9	5.0
Q9H0A0	reviewed	NAT10_HUMAN	NAT10 ALP KIAA1709	5.0
Q9H0A6	reviewed	RNF32_HUMAN	RNF32 FKSG33 HSD15	5.0
Q9H0A8	reviewed	COMD4_HUMAN	COMMD4	5.0
Q9H0A9	reviewed	SPC1L_HUMAN	SPATC1L C21orf56	5.0
Q9H0B3	reviewed	IQCN_HUMAN	IQCN KIAA1683	5.0
Q9H0B6	reviewed	KLC2_HUMAN	KLC2	5.0
Q9H0B8	reviewed	CRLD2_HUMAN	CRISPLD2 CRISP11 LCRISP2 UNQ2914/PRO1156/PRO9783	5.0
Q9H0C1	reviewed	ZMY12_HUMAN	ZMYND12	5.0
Q9H0C2	reviewed	ADT4_HUMAN	SLC25A31 AAC4 ANT4 SFEC	5.0
Q9H0C5	reviewed	BTBD1_HUMAN	BTBD1 C15orf1 NS5ATP8	5.0
Q9H0C8	reviewed	ILKAP_HUMAN	ILKAP	5.0
Q9H0D2	reviewed	ZN541_HUMAN	ZNF541	5.0
Q9H0D6	reviewed	XRN2_HUMAN	XRN2	5.0
Q9H0E2	reviewed	TOLIP_HUMAN	TOLLIP	5.0
Q9H0E3	reviewed	SP130_HUMAN	SAP130	5.0
Q9H0E7	reviewed	UBP44_HUMAN	USP44	5.0
Q9H0E9	reviewed	BRD8_HUMAN	BRD8 SMAP SMAP2	5.0
Q9H0F5	reviewed	RNF38_HUMAN	RNF38	5.0
Q9H0F6	reviewed	SHRPN_HUMAN	SHARPIN SIPL1 PSEC0216	5.0
Q9H0F7	reviewed	ARL6_HUMAN	ARL6 BBS3	5.0
Q9H0G5	reviewed	NSRP1_HUMAN	NSRP1 CCDC55 NSRP70	5.0
Q9H0H0	reviewed	INT2_HUMAN	INTS2 KIAA1287	5.0
Q9H0H3	reviewed	KLH25_HUMAN	KLHL25 ENC2	5.0
Q9H0H5	reviewed	RGAP1_HUMAN	RACGAP1 KIAA1478 MGCRACGAP	5.0
Q9H0I2	reviewed	ENKD1_HUMAN	ENKD1 C16orf48 UNQ6410/PRO21183	5.0
Q9H0J4	reviewed	QRIC2_HUMAN	QRICH2	5.0
Q9H0J9	reviewed	PAR12_HUMAN	PARP12 ZC3HDC1	5.0
Q9H0K1	reviewed	SIK2_HUMAN	SIK2 KIAA0781 QIK SNF1LK2	5.0
Q9H0K6	reviewed	PUS7L_HUMAN	PUS7L	5.0
Q9H0L4	reviewed	CSTFT_HUMAN	CSTF2T KIAA0689	5.0
Q9H0M0	reviewed	WWP1_HUMAN	WWP1	5.0
Q9H0M4	reviewed	ZCPW1_HUMAN	ZCWPW1	5.0
Q9H0N0	reviewed	RAB6C_HUMAN	RAB6C WTH3	5.0
Q9H0N5	reviewed	PHS2_HUMAN	PCBD2 DCOH2 DCOHM	5.0
Q9H0P0	reviewed	5NT3A_HUMAN	NT5C3A NT5C3 P5N1 UMPH1 HSPC233	5.0
Q9H0Q3	reviewed	FXYD6_HUMAN	FXYD6 UNQ521/PRO1056	5.0
Q9H0R1	reviewed	AP5M1_HUMAN	AP5M1 C14orf108 MUDENG	5.0
Q9H0R3	reviewed	TM222_HUMAN	TMEM222 C1orf160	5.0
Q9H0R5	reviewed	GBP3_HUMAN	GBP3	5.0
Q9H0R6	reviewed	GATA_HUMAN	QRSL1	5.0
Q9H0R8	reviewed	GBRL1_HUMAN	GABARAPL1 GEC1	5.0
Q9H0S4	reviewed	DDX47_HUMAN	DDX47	5.0
Q9H0T7	reviewed	RAB17_HUMAN	RAB17	5.0
Q9H0U3	reviewed	MAGT1_HUMAN	MAGT1 IAG2 PSEC0084 UNQ628/PRO1244	5.0
Q9H0U4	reviewed	RAB1B_HUMAN	RAB1B	5.0
Q9H0U6	reviewed	RM18_HUMAN	MRPL18 HSPC071	5.0
Q9H0V9	reviewed	LMA2L_HUMAN	LMAN2L VIPL PSEC0028 UNQ368/PRO704	5.0
Q9H0W5	reviewed	CCDC8_HUMAN	CCDC8	5.0
Q9H0W8	reviewed	SMG9_HUMAN	SMG9 C19orf61	5.0
Q9H0W9	reviewed	CK054_HUMAN	C11orf54 LP4947 PTD012	5.0
Q9H0X6	reviewed	RN208_HUMAN	RNF208	5.0
Q9H0X9	reviewed	OSBL5_HUMAN	OSBPL5 KIAA1534 OBPH1 ORP5	5.0
Q9H0Y0	reviewed	ATG10_HUMAN	ATG10 APG10L PP12616	5.0
Q9H0Z9	reviewed	RBM38_HUMAN	RBM38 RNPC1 SEB4	5.0
Q9H112	reviewed	CST11_HUMAN	CST11 CST8L	5.0
Q9H115	reviewed	SNAB_HUMAN	NAPB SNAPB	5.0
Q9H116	reviewed	GZF1_HUMAN	GZF1 ZBTB23 ZNF336	5.0
Q9H147	reviewed	TDIF1_HUMAN	DNTTIP1 C20orf167 TDIF1	5.0
Q9H156	reviewed	SLIK2_HUMAN	SLITRK2 CXorf2 KIAA1854 SLITL1 UNQ9197/PRO34756	5.0
Q9H160	reviewed	ING2_HUMAN	ING2 ING1L	5.0
Q9H161	reviewed	ALX4_HUMAN	ALX4 KIAA1788	5.0
Q9H165	reviewed	BC11A_HUMAN	BCL11A CTIP1 EVI9 KIAA1809 ZNF856	5.0
Q9H169	reviewed	STMN4_HUMAN	STMN4	5.0
Q9H171	reviewed	ZBP1_HUMAN	ZBP1 C20orf183 DLM1	5.0
Q9H172	reviewed	ABCG4_HUMAN	ABCG4 WHITE2	5.0
Q9H173	reviewed	SIL1_HUMAN	SIL1 UNQ545/PRO836	5.0
Q9H190	reviewed	SDCB2_HUMAN	SDCBP2 SITAC18	5.0
Q9H1A4	reviewed	APC1_HUMAN	ANAPC1 TSG24	5.0
Q9H1B4	reviewed	NXF5_HUMAN	NXF5 TAPL1	5.0
Q9H1B5	reviewed	XYLT2_HUMAN	XYLT2 XT2 UNQ3058/PRO9878	5.0
Q9H1B7	reviewed	I2BPL_HUMAN	IRF2BPL C14orf4 EAP1 KIAA1865 My039	5.0
Q9H1C4	reviewed	UN93B_HUMAN	UNC93B1 UNC93 UNC93B	5.0
Q9H1D0	reviewed	TRPV6_HUMAN	TRPV6 ECAC2	5.0
Q9H1D9	reviewed	RPC6_HUMAN	POLR3F	5.0
Q9H1E1	reviewed	RNAS7_HUMAN	RNASE7 UNQ2516/PRO6006	5.0
Q9H1E3	reviewed	NUCKS_HUMAN	NUCKS1 NUCKS JC7	5.0
Q9H1H9	reviewed	KI13A_HUMAN	KIF13A RBKIN	5.0
Q9H1I8	reviewed	ASCC2_HUMAN	ASCC2 ASC1P100 RQT3	5.0
Q9H1J1	reviewed	REN3A_HUMAN	UPF3A RENT3A UPF3	5.0
Q9H1J5	reviewed	WNT8A_HUMAN	WNT8A WNT8D	5.0
Q9H1J7	reviewed	WNT5B_HUMAN	WNT5B	5.0
Q9H1K0	reviewed	RBNS5_HUMAN	RBSN ZFYVE20	5.0
Q9H1K1	reviewed	ISCU_HUMAN	ISCU NIFUN	5.0
Q9H1K4	reviewed	GHC2_HUMAN	SLC25A18 GC2	5.0
Q9H1M4	reviewed	DB127_HUMAN	DEFB127 C20orf73 DEFB27 UNQ1956/PRO6071	5.0
Q9H1P3	reviewed	OSBL2_HUMAN	OSBPL2 KIAA0772 ORP2	5.0
Q9H1P6	reviewed	CT085_HUMAN	C20orf85	5.0
Q9H1R2	reviewed	DUS15_HUMAN	DUSP15 C20orf57 VHY	5.0
Q9H1R3	reviewed	MYLK2_HUMAN	MYLK2	5.0
Q9H1U9	reviewed	S2551_HUMAN	SLC25A51 MCART1	5.0
Q9H1V8	reviewed	S6A17_HUMAN	SLC6A17 NTT4	5.0
Q9H1X1	reviewed	RSPH9_HUMAN	RSPH9 C6orf206 MRPS18AL1	5.0
Q9H1Y0	reviewed	ATG5_HUMAN	ATG5 APG5L ASP	5.0
Q9H1Y3	reviewed	OPN3_HUMAN	OPN3 ECPN	5.0
Q9H1Z8	reviewed	AUGN_HUMAN	ECRG4 C2orf40 UNQ761/PRO1508	5.0
Q9H201	reviewed	EPN3_HUMAN	EPN3	5.0
Q9H204	reviewed	MED28_HUMAN	MED28 EG1 FKSG20	5.0
Q9H211	reviewed	CDT1_HUMAN	CDT1	5.0
Q9H221	reviewed	ABCG8_HUMAN	ABCG8	5.0
Q9H222	reviewed	ABCG5_HUMAN	ABCG5	5.0
Q9H223	reviewed	EHD4_HUMAN	EHD4 HCA10 HCA11 PAST4 FKSG7	5.0
Q9H227	reviewed	GBA3_HUMAN	GBA3 CBG CBGL1	5.0
Q9H228	reviewed	S1PR5_HUMAN	S1PR5 EDG8	5.0
Q9H237	reviewed	PORCN_HUMAN	PORCN MG61 PORC PPN	5.0
Q9H239	reviewed	MMP28_HUMAN	MMP28 MMP25 UNQ1893/PRO4339	5.0
Q9H244	reviewed	P2Y12_HUMAN	P2RY12 HORK3	5.0
Q9H251	reviewed	CAD23_HUMAN	CDH23 KIAA1774 KIAA1812 UNQ1894/PRO4340	5.0
Q9H252	reviewed	KCNH6_HUMAN	KCNH6 ERG2	5.0
Q9H254	reviewed	SPTN4_HUMAN	SPTBN4 KIAA1642 SPTBN3	5.0
Q9H255	reviewed	O51E2_HUMAN	OR51E2 PSGR	5.0
Q9H257	reviewed	CARD9_HUMAN	CARD9	5.0
Q9H267	reviewed	VP33B_HUMAN	VPS33B	5.0
Q9H269	reviewed	VPS16_HUMAN	VPS16	5.0
Q9H270	reviewed	VPS11_HUMAN	VPS11 RNF108 PP3476	5.0
Q9H293	reviewed	IL25_HUMAN	IL25 IL17E UNQ3120/PRO10272	5.0
Q9H295	reviewed	DCSTP_HUMAN	DCSTAMP TM7SF4	5.0
Q9H2A2	reviewed	AL8A1_HUMAN	ALDH8A1 ALDH12	5.0
Q9H2A7	reviewed	CXL16_HUMAN	CXCL16 SCYB16 SRPSOX UNQ2759/PRO6714	5.0
